Time,Type,OrderID,Size,Price,Direction
34200.663138,1,290,320,1850352,1
34200.666695,1,291,90,1850498,1
34200.669290,1,292,380,1850323,1
34200.671398,1,293,250,1850380,1
34200.673049,1,294,210,1850786,1
34200.674390,1,295,360,1850683,1
34200.677711,1,296,160,1850837,-1
34200.680864,1,297,400,1850604,1
34200.684041,3,215,40,1850444,1
34200.684390,1,298,20,1850514,-1
34200.688256,1,299,390,1850073,1
34200.690805,1,300,150,1850577,1
34200.691146,1,301,360,1850649,-1
34200.691645,1,302,280,1850571,-1
34200.695454,1,303,290,1850585,-1
34200.697445,1,304,20,1850560,-1
34200.699684,3,247,91,1850282,-1
34200.700766,1,305,150,1850644,-1
34200.700783,1,306,20,1850268,-1
34200.701255,3,44,193,1850243,-1
34200.701288,1,307,110,1850145,1
34200.705136,1,308,50,1849931,1
34200.708898,1,309,350,1850072,1
34200.712071,3,28,115,1850342,1
34200.713049,1,310,320,1850595,-1
34200.715241,1,311,160,1850617,-1
34200.718658,1,312,400,1850251,1
34200.719174,1,313,50,1850732,-1
34200.721933,1,314,360,1850572,-1
34200.723929,1,315,190,1850165,-1
34200.727300,1,316,200,1849940,1
34200.728330,3,134,121,1850441,-1
34200.730282,1,317,400,1850723,1
34200.731229,3,285,58,1850552,1
34200.732109,1,318,140,1850966,-1
34200.735931,1,319,400,1851014,-1
34200.737185,1,320,140,1850890,-1
34200.737287,1,321,240,1850300,1
34200.738380,1,322,50,1850658,-1
34200.741428,1,323,180,1850557,-1
34200.742053,1,324,120,1851095,-1
34200.743632,1,325,340,1850780,-1
34200.744871,3,217,57,1850806,1
34200.745769,1,326,270,1850644,1
34200.748283,1,327,350,1850779,-1
34200.751712,1,328,180,1851024,-1
34200.753492,1,329,20,1850929,-1
34200.754974,1,330,180,1850772,-1
34200.758198,1,331,210,1850574,-1
34200.761799,1,332,150,1850811,1
34200.763344,1,333,190,1850990,-1
34200.764445,1,334,220,1850449,-1
34200.766674,1,335,20,1850996,-1
34200.768637,1,336,320,1850170,1
34200.772065,3,243,190,1850592,-1
34200.775503,1,337,200,1850234,1
34200.779054,1,338,370,1850328,-1
34200.780018,3,47,140,1850482,-1
34200.781482,1,339,190,1850601,-1
34200.782597,1,340,160,1850709,-1
34200.785152,1,341,150,1850649,-1
34200.787219,1,342,350,1850573,1
34200.787349,1,343,350,1850769,-1
34200.789145,1,344,200,1850413,1
34200.790951,1,345,280,1850174,1
34200.792332,3,278,160,1850580,-1
34200.792551,1,346,30,1850654,-1
34200.794009,1,347,160,1850381,1
34200.796375,1,348,150,1850193,1
34200.798292,1,349,10,1850428,-1
34200.801833,1,350,50,1850720,-1
34200.801979,1,351,60,1850194,1
34200.803079,1,352,370,1850552,-1
34200.804002,1,353,20,1850965,-1
34200.807215,1,354,110,1850519,1
34200.809913,1,355,320,1850981,-1
34200.813671,1,356,210,1850732,-1
34200.813699,1,357,50,1850255,1
34200.816866,1,358,50,1851070,-1
34200.817911,1,359,80,1850214,1
34200.820965,1,360,390,1850345,1
34200.821992,1,361,100,1851045,-1
34200.824069,1,362,270,1850457,-1
34200.828068,1,363,140,1850958,-1
34200.830618,1,364,20,1850733,-1
34200.832359,1,365,230,1850685,-1
34200.834896,1,366,380,1850824,-1
34200.837423,1,367,60,1850404,1
34200.841009,1,368,250,1850828,-1
34200.841806,1,369,320,1850860,-1
34200.844356,3,363,42,1850474,1
34200.846318,3,10,90,1850430,1
34200.847842,3,226,89,1850521,-1
34200.849018,3,173,57,1850606,1
34200.851487,3,281,10,1850519,-1
34200.854336,1,370,210,1850260,1
34200.854704,3,277,60,1850547,1
34200.857051,1,371,200,1850510,-1
34200.859128,3,362,58,1850424,-1
34200.863034,1,372,170,1849981,1
34200.863418,1,373,260,1850678,-1
34200.867384,1,374,300,1850736,-1
34200.868829,1,375,120,1850095,1
34200.870747,1,376,280,1850587,-1
34200.871114,1,377,280,1850631,-1
34200.873560,3,163,158,1850239,-1
34200.873863,1,378,140,1850009,-1
34200.875935,1,379,270,1850276,1
34200.877786,1,380,60,1850007,1
34200.879348,1,381,130,1850123,-1
34200.882396,3,319,27,1850243,1
34200.885569,1,382,380,1850303,-1
34200.887508,1,383,190,1849942,1
34200.891391,1,384,140,1850536,-1
34200.893165,1,385,380,1850694,-1
34200.894471,1,386,10,1850554,-1
34200.895640,1,387,190,1850410,1
34200.898354,1,388,240,1850488,-1
34200.898775,1,389,160,1850763,-1
34200.899237,1,390,320,1850272,-1
34200.903027,1,391,110,1849992,1
34200.903913,1,392,340,1850552,1
34200.904116,1,393,10,1850476,-1
34200.907521,1,394,160,1850564,-1
34200.908711,3,116,46,1850407,-1
34200.909205,1,395,70,1850188,-1
34200.909437,1,396,10,1850332,1
34200.909841,1,397,80,1850219,-1
34200.910949,1,398,340,1850162,1
34200.911610,1,399,240,1850139,-1
34200.913763,1,400,360,1850750,-1
34200.914503,1,401,40,1850560,-1
34200.915018,1,402,130,1850117,1
34200.918675,1,403,370,1850584,-1
34200.921538,1,404,360,1850284,-1
34200.923712,1,405,240,1850820,-1
34200.925015,1,406,210,1850049,1
34200.925762,1,407,150,1850550,-1
34200.926337,1,408,250,1850048,1
34200.926931,1,409,340,1850515,-1
34200.930071,1,410,380,1850100,1
34200.932306,1,411,80,1850037,-1
34200.934522,1,412,150,1850257,1
34200.934737,1,413,90,1850333,1
34200.936691,1,414,200,1850189,1
34200.938027,1,415,280,1850104,1
34200.939083,1,416,290,1850061,-1
34200.941718,1,417,160,1850626,-1
34200.945220,1,418,110,1850569,-1
34200.947022,3,270,71,1850294,1
34200.949989,1,419,40,1850463,1
34200.952268,1,420,70,1850788,-1
34200.955052,3,379,199,1850321,1
34200.955336,1,421,110,1850071,1
34200.958612,1,422,330,1850322,-1
34200.960070,1,423,80,1849978,-1
34200.961888,1,424,380,1849919,1
34200.963234,1,425,140,1850289,1
34200.964865,1,426,370,1850537,-1
34200.967584,1,427,200,1850034,-1
34200.970273,1,428,140,1849801,1
34200.973400,1,429,70,1850020,-1
34200.977082,1,430,210,1850054,1
34200.980398,1,431,140,1850440,-1
34200.982839,1,432,350,1850117,-1
34200.985854,1,433,280,1850014,-1
34200.987013,1,434,120,1850246,-1
34200.990206,1,435,50,1850162,-1
34200.992082,1,436,340,1849967,1
34200.992453,1,437,200,1850063,1
34200.994764,1,438,120,1850540,1
34200.995632,1,439,230,1849898,1
34200.998233,1,440,330,1850484,-1
34201.000707,1,441,310,1849844,1
34201.001182,1,442,290,1850374,-1
34201.003450,1,443,230,1850197,-1
34201.007356,1,444,240,1850341,-1
34201.007980,1,445,130,1850073,-1
34201.011964,1,446,350,1850149,1
34201.012490,3,131,35,1850288,1
34201.013307,3,144,175,1850334,-1
34201.014462,1,447,400,1849923,1
34201.017705,1,448,220,1850825,-1
34201.020970,1,449,250,1850605,-1
34201.020991,1,450,260,1850655,-1
34201.022100,3,241,65,1850519,-1
34201.024208,1,451,250,1850508,-1
34201.025100,1,452,370,1850727,1
34201.028647,1,453,40,1850518,-1
34201.031462,3,314,56,1850502,-1
34201.032923,1,454,240,1850758,-1
34201.035013,1,455,210,1850366,1
34201.035638,1,456,270,1850375,1
34201.037248,1,457,360,1850563,1
34201.040739,1,458,180,1850631,-1
34201.044045,1,459,280,1850663,1
34201.044237,1,460,260,1850787,-1
34201.044700,1,461,160,1850552,-1
34201.047932,3,426,198,1850704,-1
34201.050811,1,462,220,1850572,1
34201.053591,1,463,330,1850539,-1
34201.054292,1,464,330,1850524,-1
34201.058010,1,465,100,1850425,1
34201.058214,1,466,220,1850815,-1
34201.061842,1,467,120,1850939,1
34201.062968,1,468,350,1850940,-1
34201.064448,1,469,200,1851160,-1
34201.066612,1,470,270,1851213,-1
34201.067261,1,471,20,1851118,-1
34201.068974,1,472,350,1851011,1
34201.070576,1,473,20,1851279,-1
34201.073005,1,474,390,1851291,-1
34201.074426,1,475,70,1850924,-1
34201.077085,1,476,160,1851010,-1
34201.080052,3,292,60,1850924,-1
34201.081782,3,410,154,1850916,1
34201.085593,1,477,20,1850804,-1
34201.088812,1,478,30,1850574,1
34201.092540,1,479,150,1850516,1
34201.096313,1,480,330,1850847,1
34201.097644,1,481,280,1850529,-1
34201.100392,1,482,180,1850962,-1
34201.104079,3,424,47,1850441,-1
34201.107701,1,483,240,1850690,1
34201.111440,1,484,100,1850523,-1
34201.111927,1,485,340,1850205,1
34201.112905,1,486,270,1850704,-1
34201.115703,1,487,250,1850623,1
34201.117172,1,488,210,1850530,1
34201.117772,1,489,30,1850656,-1
34201.120087,1,490,270,1850620,-1
34201.122477,1,491,50,1850463,-1
34201.125692,1,492,220,1850429,1
34201.126573,3,216,55,1850303,-1
34201.126807,1,493,280,1850217,-1
34201.127659,1,494,330,1850167,1
34201.128154,1,495,40,1850185,1
34201.131264,1,496,40,1850375,-1
34201.133565,1,497,210,1850452,1
34201.134080,1,498,270,1850648,-1
34201.134662,1,499,360,1849845,1
34201.136720,1,500,90,1850276,1
34201.139076,3,383,136,1850148,1
34201.139803,1,501,130,1850185,1
34201.143788,3,135,75,1850016,-1
34201.145363,1,502,330,1849590,1
34201.149023,1,503,370,1850323,-1
34201.149820,1,504,130,1849726,1
34201.153756,1,505,130,1849983,-1
34201.153909,3,479,59,1849909,-1
34201.154011,1,506,340,1849814,-1
34201.157691,3,126,193,1849843,1
34201.160385,1,507,180,1849456,1
34201.163223,1,508,120,1849898,-1
34201.163368,1,509,150,1850053,1
34201.166658,1,510,320,1849875,-1
34201.169446,1,511,240,1849897,-1
34201.171624,1,512,330,1849759,1
34201.174702,1,513,140,1849930,1
34201.175604,1,514,270,1850392,-1
34201.179329,3,368,59,1849935,1
34201.180544,1,515,320,1850265,-1
34201.184239,1,516,170,1850334,-1
34201.186732,3,322,42,1850032,-1
34201.187715,3,372,25,1850005,-1
34201.189334,1,517,70,1849886,1
34201.189636,1,518,20,1849542,1
34201.193472,1,519,180,1849726,1
34201.195364,1,520,330,1849391,1
34201.197964,1,521,350,1849880,-1
34201.198728,1,522,10,1850071,-1
34201.201076,1,523,370,1849702,-1
34201.204319,1,524,70,1849543,1
34201.207653,1,525,320,1849860,1
34201.208890,1,526,200,1849883,-1
34201.209803,1,527,360,1849728,1
34201.210320,3,233,141,1849697,1
34201.212182,1,528,150,1850183,-1
34201.212466,3,154,64,1849682,-1
34201.213726,1,529,110,1849319,1
34201.216494,1,530,60,1849737,1
34201.220282,1,531,320,1849328,1
34201.224269,1,532,300,1849481,-1
34201.226436,1,533,280,1849185,1
34201.229255,1,534,290,1849609,1
34201.232634,1,535,300,1849636,1
34201.234792,1,536,150,1849451,-1
34201.238376,1,537,400,1849902,-1
34201.238935,1,538,160,1849699,1
34201.239735,3,399,75,1849634,-1
34201.243259,1,539,320,1849523,-1
34201.243957,1,540,60,1849500,1
34201.244937,1,541,350,1849936,1
34201.247833,1,542,190,1849773,1
34201.250624,1,543,350,1849495,-1
34201.250803,1,544,260,1849784,-1
34201.251718,1,545,170,1850032,-1
34201.253877,3,275,110,1849625,1
34201.257513,1,546,140,1849443,1
34201.260304,1,547,160,1849775,1
34201.261803,1,548,10,1849973,-1
34201.265792,1,549,40,1849234,1
34201.265964,1,550,210,1849339,1
34201.267976,1,551,200,1849045,1
34201.269203,1,552,270,1849354,1
34201.271348,1,553,80,1849602,1
34201.272620,3,246,74,1849410,1
34201.274601,1,554,170,1849538,-1
34201.275210,1,555,180,1849420,1
34201.277279,1,556,380,1849290,1
34201.278845,1,557,110,1849169,1
34201.280784,1,558,350,1849678,-1
34201.280917,1,559,60,1849285,1
34201.282250,1,560,110,1849893,-1
34201.284690,1,561,310,1849353,-1
34201.288245,1,562,190,1849321,1
34201.288837,1,563,140,1849120,-1
34201.291301,1,564,200,1849524,1
34201.292189,1,565,40,1849252,1
34201.295470,1,566,100,1849469,1
34201.298000,3,337,142,1849366,1
34201.300182,1,567,230,1849297,1
34201.301308,1,568,260,1849215,-1
34201.304277,3,473,17,1849438,1
34201.306224,1,569,360,1849351,-1
34201.306677,1,570,380,1849758,-1
34201.307948,1,571,140,1849257,1
34201.311845,1,572,110,1849304,1
34201.314439,1,573,140,1849719,-1
34201.316656,3,376,127,1849259,1
34201.318202,1,574,120,1849486,1
34201.318577,1,575,120,1849098,-1
34201.320965,3,467,45,1849334,1
34201.322540,1,576,260,1849159,-1
34201.324296,1,577,100,1849706,-1
34201.326318,1,578,160,1849072,1
34201.327544,1,579,180,1849932,-1
34201.330435,1,580,30,1849720,1
34201.330475,1,581,260,1849307,1
34201.331536,1,582,350,1849190,1
34201.333182,1,583,280,1849615,-1
34201.335638,1,584,240,1849307,-1
34201.339630,1,585,380,1849190,-1
34201.341451,1,586,340,1849797,-1
34201.342955,1,587,310,1849168,1
34201.343216,1,588,400,1849685,-1
34201.343579,1,589,230,1849575,1
34201.343845,1,590,210,1849293,-1
34201.344043,1,591,380,1849211,-1
34201.347758,1,592,70,1849561,-1
34201.351359,1,593,180,1849116,1
34201.354159,3,474,143,1849232,-1
34201.355482,1,594,210,1849199,-1
34201.358295,3,542,70,1849227,1
34201.361307,1,595,130,1848849,1
34201.364954,3,534,43,1849078,-1
34201.367430,1,596,300,1848912,1
34201.367521,1,597,350,1848886,-1
34201.368812,1,598,170,1848600,1
34201.368976,1,599,350,1848735,1
34201.371900,1,600,160,1849074,1
34201.372780,1,601,30,1849320,-1
34201.374209,1,602,150,1849266,-1
34201.374466,1,603,200,1849026,-1
34201.377191,1,604,330,1848480,1
34201.380795,1,605,310,1848730,-1
34201.384518,1,606,150,1848507,1
34201.385038,1,607,130,1848741,-1
34201.388205,1,608,400,1848996,1
34201.388643,1,609,360,1848936,-1
34201.389670,1,610,320,1848610,1
34201.390584,1,611,290,1849071,-1
34201.394182,1,612,10,1848585,1
34201.395984,1,613,250,1849212,-1
34201.399513,1,614,390,1848749,-1
34201.402939,1,615,30,1848494,1
34201.406068,3,267,106,1848735,-1
34201.407273,3,605,191,1848716,-1
34201.408800,1,616,220,1848495,1
34201.409990,1,617,130,1848817,1
34201.411852,1,618,50,1848573,1
34201.414788,1,619,120,1848784,-1
34201.414962,1,620,270,1848346,1
34201.416114,1,621,340,1848614,-1
34201.416939,1,622,330,1848583,1
34201.419101,1,623,210,1848524,1
34201.421237,1,624,230,1849123,-1
34201.423709,3,527,115,1848979,-1
34201.427009,1,625,390,1848855,1
34201.430602,1,626,380,1849377,-1
34201.434119,3,515,88,1849087,-1
34201.435696,3,193,189,1849168,-1
34201.437014,3,626,60,1849246,-1
34201.438582,1,627,30,1849613,-1
34201.441880,1,628,300,1849083,-1
34201.443892,1,629,220,1848960,1
34201.446926,1,630,50,1849279,-1
34201.448025,1,631,320,1849291,-1
34201.448388,1,632,300,1849002,1
34201.451425,1,633,160,1848880,1
34201.451826,1,634,270,1849200,-1
34201.452930,1,635,140,1848892,1
34201.456708,1,636,230,1849309,-1
34201.459970,1,637,50,1848886,1
34201.461222,1,638,100,1848745,1
34201.462947,1,639,250,1848820,-1
34201.463434,1,640,210,1848794,-1
34201.466595,3,447,189,1849022,1
34201.470434,1,641,150,1849255,-1
34201.471546,1,642,180,1849239,-1
34201.472209,1,643,90,1848797,-1
34201.473873,3,444,199,1848883,-1
34201.475931,1,644,280,1848646,1
34201.479431,3,638,26,1848837,-1
34201.479646,1,645,160,1849032,-1
34201.483019,3,586,24,1848886,1
34201.483428,1,646,130,1848961,-1
34201.485216,1,647,170,1848765,-1
34201.488927,1,648,240,1848884,1
34201.492379,1,649,300,1848608,1
34201.493907,3,400,20,1848845,-1
34201.494727,1,650,200,1848483,1
34201.495752,1,651,20,1848651,1
34201.497019,1,652,340,1849256,-1
34201.499466,1,653,280,1849113,1
34201.501448,1,654,180,1848873,-1
34201.501566,3,643,105,1848894,-1
34201.502167,3,438,104,1848841,-1
34201.505485,3,565,74,1848808,-1
34201.508765,1,655,250,1848785,1
34201.510144,1,656,160,1849237,-1
34201.513110,1,657,210,1849373,-1
34201.513280,1,658,210,1849066,1
